,clean_data,sentiment
2877,can't go to sleeeeeep whyyyyy,neu
1079,Oops Corey saw my last tweet I guess I'M not getting laid tomorrow,neu
2019,just say no reeesee cup,neg
1280,i sooooooooo dont want to go to work today to nice outside,pos
2030,ugh I'm not doin too good,neg
2982,Hmm ... I should go make a time machine to go forward to 12:00 God im genius .. Oh yeh i dont no how too ... x,pos
59,Aww Onward and upwards now yay Still sad to leave I bet,neu
2165,haha yeah i know yeah things are okay pretty much the same i'm slowly sorting things out .. exams are coming D: haha,pos
2793,Has horrible toothache and had only a wink of sleep xx,neg
1161,you didnt send me the text,neu
414,oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,pos
764,Ran out of money I r a sad panda,neg
2632,I guess you're not talking about Orlando Magic There was nothing magical about it,neu
1947,You know ... time was you could look at a Web page's source code and figure out how it worked Now it takes a lot more effort,neu
1027,quot,neu
2291,Attempting to sleep My puppy is sick already,neg
2224,I can't work twitter on my phone we're just in bed thinking of 1ny stuff from last night L GOOD TIMES,pos
1587,kewl the JB chat was awesome I had to miss lots of it though cause i had 2 go 2 skewl,pos
1239,Is feeling really bad about goofin on not knowing she really wasn't at the meeting Dang I'm sorry Me amp,neg
2095,something wrong layout of abduzzeedo site looks no good today anyone,neg
1499,Another Day gone by ... Have to wake up early again tomorrow,neu
1886,just fed three very hungry stray kitties three cans or tuna i hope they stay warm and safe tonight,pos
2194,You guys didn't call or come over Did we do something Def give us a call tomorrow and hang out with us chick,neu
440,Sooo much work so little time,neu
2631,mayb he was raped when he was younger,neg
477,Showered in ice-cold water Sweating now Means one thing I'm sick,neg
2868,Nevermind Beyonce doesn't have a Twitter Haha,neg
2710,I think i should go to sleep considering i hav to b up on 3hrs ...,neu
2520,miss u more,neg
1732,Lots of confusions I've at my work place ..,neg
715,uuuugh i 0 everything,neu
1914,is ready for a productive friday one of the last of the year,pos
1733,My tummy hurts go away cramps I 0 chuu,neg
2155,oh dear not 1,pos
2630,I just spent 2 hours looking for a blog topic and ended up inventing my own grrrr http://bit.ly/QRz6y,neu
1872,Morning folks Light tweeting today Hurrah from the crowd cos I've a busy Friday Me inside sunshine out,pos
2629,Did a historical Jesus ever exist Im finding it hard to prove its all hearsay accounts ... it bugs me ...,neg
6,I should be sleep but im not thinking about an old friend who I want but he's married now damn he wants me 2 scandalous,neg
1851,still sick Home http://loopt.us/iArPRg.t,neg
1888,Gotta sleep and then off to work,neu
840,4 very big zongzi for lunch ate more but not work more.Work less but eat more what can I do w h it Too useless become,neg
2249,Yeah I've got the same issue signed up but no confirmation email,neg
2937,Fell down the stairs at dancing sword fell on me and now my bum hurts,neg
125,wonders why her Karma points turned into 0.00 http://plurk.com/p/wxj54,neu
1968,is seriously heartbroken,neg
1282,I really need to sort out a bird table and some feeders the robins and blue tits are being bullied,neg
2895,I fall asleep and didnt get to see the jonas brothers web cast ... Still tierd,neu
708,I'm sorry Andrew I wish there was something I could do ...,pos
1185,Ew I have creepy followers,neu
1212,come back to Perth I missed the show here,neg
391,1 is like a war easy to begin hard to end .. fiuuhh ...,neu
2576,i REALLY miss my photofiltre and photoscape GIMP is too damn confusing,neg
220,what about me,neu
1739,i wish i could find my camera cause i really wanna record some too ...,pos
1512,Off to work I go,neu
17,So sleepy again and it's not even that late I fail once again,neg
58,But I got dibs on Sulu ...,neu
568,I know We came back from 22 down in the 1st just to lose the lead in the last 6 minutes,neg
1801,really annoyed that work appear to have blocked facebook now ...,neg
2229,OMG I'm so sorry I'm the worst employee ever My hard drive just failed taking the survey data with it,neg
2307,Just watched Mall Cop Wasn't that 1ny but wasn't too bad I guess I kinda wish I still worked at a movie theater ...,pos
937,boring i wanna go for taekwando,neg
2124,im the only ho that didnt go to tigerheat tonite,neu
411,At Charle's with the power out LOL Damn SaveMart lost power and we could not buy beer,neg
703,youre so far away I don't know what to do ...,neu
2561,i didnt get the joke,neg
261,no transport for church wont be making it im crushed Oh well more time for assignments I suppose My throat really hurts ...,neg
1866,SOMEBODY ACTUALLY TOLD ME THAT LOL,pos
2653,i just got mine but it wouldnt let me call you,neu
1666,ugh I have a knee injury too except mine is just an infected cut that hurts like hell,neg
269,Is going to sleep not peaceful wanted to hear him say Good Night but that didn't happen Good Night everyone ...,pos
2620,I have not been this sick in years OMG This sucks so bad Sickness ended up including a full restroom cleanup,neg
149,Morning tweeple way to early again,neu
107,THIS WEBSITE GAVE ME A VIRUS When i opened it more windows kept POPPING up,neu
1763,Pfft there you go with the logic again,neu
1077,ah thats better snow patrol now to be stuck indoors still weekend coming up and fresh air excellent hope its sunny,pos
1530,its 2:08 am I CAN'T SLEEP i thought it was b c im hungry so i whipped up a pb j with milk hopefully it works,pos
1478,Homework ew fml Should I pull an all nighter I think I'm gonna have to again,neu
1,Layin n bed with a headache ughhhh ... waitin on your call ...,neu
384,I have to work in the morning while my friends get to party it up ... stupid bberry lite flashing red and I have no messages,pos
530,lmao ... thats sad kinda discourages me 4rom goin if the shit's wack,neg
588,Friday yay And a bonus don't have to drive to Wales tonight Athough will miss kitten cuddles and going for a ride,pos
1263,cant sleep again I couldnt sleep last night eather Wabble Wabble,neu
1277,just got home .. downtown was dead .. plus im kinda under the weather and i gotta get up for work tomorrow,neg
453,Smh hiphop nursery rhymes,neg
1242,Friday tubes at work are slow ..,neu
1501,valium makes you feel goood i need more i can't fall back asleep i want my mommy,pos
2712,diego i know lo ame a jack,neu
2741,Don't have time to chat sorry girls Miss y'all but we have a new lawnmower ... yeah that was today's highlight Tomorrow is ...,pos
700,tummy ache,neg
1103,whats up im sad you didnt text today,neg
710,Is ANYBODY up ... I'm sooo bored,neg
2993,It's last Friday today,neu
855,NOICE I realised that after exams I have 2 more weeks Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,neg
1341,boo rabbits pisses on people you know that,neg
1903,wow i must have been tired i fell asleep exactly the start of the 10pm news amp,pos
1539,roughnight,neu
713,o its feels like a hot box and no matter where i go in here it still feels like a hot box ice cream isn't working n e more,pos
2931,omg are you going to see it another reason to not live in devon none of the f in cinemas have the film im so annoyed,neg
2687,oh I 1 oreos U can't get many varieties in the uk,neu
2161,Use twitter quit life,neu
1418,aww poor Caity L add people n they will add you,neg
1061,I've got one too though i think mine was attributed to the seizure inducing color light show in the movie The Soloist,neu
819,creeped it up at the ice cream social good times lars and the real girl such a sad movie,neg
2514,now i'm awake i can't get back to sleep,neu
1494,Bought a new combo printer at costco today officejet j4550 cause it was cheaper than ink 4 old one #windows7 doesn't like the fax part,neg
2034,I had my hair cut today and my boyfriend didn't notice ...,neg
52,hey yu lil fucker i textd yu,neg
20,oh too bad I hope it gets better I've been having sleep issues lately too,pos
1588,I 0 the fact that I'm 4.5 hours away from you tonight and tomorrow we'll be 1946 miles apart I wish you were here,pos
194,when da heck will the garage man get here I ask you .. WHEN ..,neu
1485,i thought you were gonna be at the show,neu
264,twittascope is NOT rocking my socks go away already,neu
1583,now im gettin a complex my followers are shrinking want to make 100 b4 Sunday,pos
1515,haha you have a better life than most we should go get drinks again soon jury duty has been boring,pos
1420,is very very tired just want to sleep Stupid work getting in the way,neg
1454,omg man i'll pray for ya,pos
1528,Apparently excessive heat is just as bad for a cold as excessive cold My body is all blerg My sofa is not comfy enough for my gaming,neg
2315,wowowee willie of fortune is just making me depressed damn 1,neg
1529,#DepecheMode concert next week cancelled Alternative date not known yet Dave Gahan had a tumor,neg
579,Woke Up I Wanna Stay In My bed,neu
1426,youtube,neu
1257,where'd you go,neu
1725,My computer is being killed by a combo of mirrors edge and really poor win 7 thermal management ... 75c gpu one sad game,neg
48,oh noooo if i blow a tire you're reaaaally going to have to send up some batman smoke,neu
2867,My friend is a massive Beatles fan and she wasn't impressed,pos
1841,missin my bro ..,neu
1338,In the bus ... Almost an hour late because of my crappy alarm clock should be in Leeuwarden at about 9:45,neg
223,Why am I completing facebook quizzes at this time of the morning ... especially a friday morning,neu
585,friday here at last not much 1 when your skint though,neu
2366,Lindsay we are your spanish fansite and we 1 you www.ultimatelohan.org please reply us I wish you a good flight lt,pos
2955,Bastard I want to be at the beach in the sun,neg
2583,at last i wr0te again ... got bored the previous dayss ...,neg
829,naw it doesnt match up LOL and i have no shenanigans to discuss ... but i did do the thing ...,neg
1260,Again working on the internet shop ... don't think we will achieve the goal of uploading by the previously set time Will keep going,neu
1509,i think you should come tomarrow ... because i was really really really looking foreword to seeing you ... please come,pos
1100,Wish I was at sri panwa now,pos
964,gray ... i so feel neglected,neg
1482,I know that is so sad I,neg
286,That's awesome We have that this weekend too but I can't go because I'm moving this Sat I should be a lot of 1 though,pos
2026,And it's starting to get cold,neu
97,feels sad coz i wasnt able to play with the guys http://plurk.com/p/wxiux,neg
1390,and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night hehe,neu
2600,Okay I'm seriously bored I have nothing to do I can't go out cause it's raining,neg
1875,I can't have any pets in the appartment I really want so no rat yet,neg
795,I 0 you Fleetwood is my favorite band ... I'm so jealous ok I still 1 you haha,pos
1182,and this stupid wireless wont work downstairs,neg
285,I don't even want to know WHY you know about VHEMT but don't go we'd miss you,pos
557,Gutted that the bathroom still isn't free early work isn't going to happen And I need the loo,neg
1477,I'm such a chicken,neu
2969,had the lovliest night last night but was ruined by doctors inability to warn me of side effects back again for more tests,neg
1525,Dude everyone could it wasn't ment to be bad ..,neg
926,Morning all The water heating's packed up so i can't have a bath I REALLY want a bath,pos
133,What I focused on Tom so much I didn't see my be1d Barack Oh no I must vote for both Poor president only has 626 votes,neg
2331,don't follow me You will ruin my twitter experience,neg
1902,hmm grows in this case i am screwed i can't even keep the quot,neg
602,waiting to get picked up,neu
2853,That was a horrible day,neg
1965,You go to sleeeeeeepz,neu
2801,leave for calcutta-delhi-lucknow tomorrow ... 10 days of absence,neg
949,its from all that anal sex i forgot the lube damn may need to go to the E R,neg
2473,I almost lost you again phone silly indy,neg
996,must clear out my DVR ... getting rid of it tomorrw,pos
2039,Did not feel like getting up,neg
11,Choked on her retainers,neg
2226,my eyes are streaming i 0 hayfever it's so bad even my tablets aren't working,neg
2831,Last week of July Will you be up and at em by then,neu
442,the DS version sucks,neg
2759,omgeee that hurt like helll finally got it back in can't close it put the ball back in,neg
157,oh men ... I really can't see my face ... c'mon guys,neu
1403,morning class .. always late or bunk ... how can someone wake-up at 8 ...,neu
505,Hey That's my school I 0 that place,neu
1351,I can't this weekend sorry And Steph is working,pos
2481,Sus Ate I was so upset I wasn't informed AT ALL Turns out they told Sarms and they expected her to tell me Huff,neg
18,lady gaga tweeted about not being impressed by her video leaking just so you know,neg
1173,Just watched The Goode Family premiere online ... And I think this may be the last episode I watch It's pretty amazingly mediocre pass,pos
200,daaammmnnnnn I do wish I was there,pos
646,AAAAAAHHHHHHHH SOOOOOOOO SWEEEEEEET I miss that age ... SOOOO MUCH,neg
1753,haha so your having father daugter bonding time Lol anyways I g2g work get on msn later I'll be bored x,pos
1652,Equations and graphs,neu
47,I'm having a problem with my photo here in twitter amf ... can't see my face,neg
2887,Just got Skyfire http://get.skyfire.com/ Firts impressions it looks good but it's a little too memory hungry for my ageing HTC TyTN,pos
2119,I'm sleepy but is feeling under the weather ugh These damn tonsils I need some company or somebody to talk too,neg
1677,http://twitpic.com/665e9 i miss this place,neg
1288,Ready to go into work now cannot be bothered,pos
2202,friday night is my fav night of the week but now I have to go to stupid dog training classes,neg
1553,The time in Germany went by too fast only 2 days left Hopefully I will move here soon,pos
1661,Arghhh So annoyed-yet again gone 2 starbucks amp,neu
1615,Still awake can't fall asleep I'm not one bit sleepy,neu
897,... much more injustice than we can imagine now It will get worse before it gets better I am afraid No doubt here Sorry,neg
1062,Can't access your site,neu
657,Hmmm Using TinyTwitter on a small non-touch screen is really not much 1,neu
2242,I'm glad that all got cleared up I lah you Idk why Linda 0s me though ..,pos
2228,omfg are you alright,pos
2660,I have no choice have to get on it,neg
1010,oh crap,neg
2556,Sad But True :: I SHouldnt Right,pos
413,my mobile phone refuses to charge either the battery is broken or the chargerrr booooo,neg
1989,Selling 10jaffa race tickets My friends are so heartless they wont even buy one,neg
254,Cute Malay girl came to seemy room for rent sadly think it was for her guyfreind bit misleading and disappointing LOL,neg
2122,I miss the Doctor Who regular series,neg
2316,Bluedart takes a shipment all the way before figuring out quot,neu
684,http://twitpic.com/65623 OUCH That looks so painful,neg
300,sprained my ankle like really badly and tore some stuffs it hurts and its my birthday weekend,neg
128,well I ran out of beer so I left Not sure about the ETA Waiting waiting waiting Bleh Gonna be a long nite methinks,neu
1054,gnite Fukn Nite wanted sum pinga but couldn't get any,neu
1698,I am in school Absolutely I have been sick .. I want to go home we are writing of geography the best it will,pos
1371,I feel like ive done the London marathon I ach all over,pos
2025,so u aren't going to be in Chicago,neu
846,I cant to sleep and tomorrow i must wake up too early,neu
2788,cupcakes gave me heartburn,neu
386,The link doesn't work,neu
651,good time Rocking out open mic thanks 4 all the 1 n support Now working on Business plan presentation No CG again 2nite,pos
2265,My Mum said I probably wont get out of it ALSO it goes for like 2 months That's normal right,pos
805,maybe a good night's sleep for everyone,pos
1586,Changed my hairstyle but it isn't good as it supposed to be N I don't think it worthed that much money .. 0 that hairdresser ;(,neg
366,I feel so deflated No more doggy,neg
1916,is sick amp,neg
2301,OH FACK U GAVE ME POLICE THATS SOME SERIOUSE SHIT,neg
2934,That room will be an oven too,neu
1869,why have you still not called me back regarding the groundbreaking production i sent you earlier,neu
1450,aw nick got his heart broken poor baby i 1 you,neg
1266,hahaha yeah i see that but he can't twitter me back,pos
2271,Um why arent episodes 1-14 of Lost season 5 on abc Good thing Im going to Vegas in the am to keep me distracted from this tragedy,neg
458,guess im staying home tonight ... no movie-ing for me,neg
1012,and within a short time of the last clue all of them,neu
1424,I really wanted to watch Mary Poppins and sing along,neu
2755,new flat heads,neu
1030,The 3d version of Up sold out regular version it is,neu
1994,I think I should hire one of those tranlsators .. because no one ever understands me ...,neg
87,i am jealous of your mom talking to i want to see you all our twittering is making me miss you,neg
2635,says God please i hope it doesn't brownout ... i'm burning my files http://plurk.com/p/wy5za,pos
2424,Y AM I STILL AWAKE SMH ... THIS SUCKS,neg
1767,Im so sad we missed you at Family Reunion,neg
1018,lol ik they are but i figure i've kept it for a year without needing virus software or to get it fixed sigh,pos
1569,ahh .. my stomach hurts,neg
2981,I will be ok when I have been to the drs again today and got my essay done x howre you x,pos
876,mannnn ... got an iphone im jealous ...,neg
444,i know ridiculous we never got to hang out i 1 chicago and want to go shopping ... so a trip sounds like 1,pos
161,urgh stop it guys,neg
2523,Oh Cr p ... Here goes my head again I'm Spinning Around,neu
249,Work day 7 of 7,neu
2791,Finally reunited with my Hunny bunny I have him for a few days b4 he leaves me again for another week away work night,neu
980,Ahhhhh Well at least I'm up to,pos
1826,is jealous of his family their all having an amazing breakfast and all i get is rice crispies,pos
2942,Internet is getting damn slow today ..,neg
1379,Is sooooo tired ... wants to crawl back into bed,neg
173,well fuck this new pain med has an odd warning that actually applies to me i can't take this chan is displeased,neg
2219,im ill 0 it seeing the doc at 5 too 10,neg
2225,feel like am at one of those gyms where the machines work you rather than you them,pos
1917,what am i doing what can i do,neu
822,Annnnnnddd another one bites the dust,neu
2272,It was white ... I acidentally left it in when i was doing my colours ...,neu
665,Needs a new phone,neu
2128,not to be too macabre but its hard to believe we dropped a real nuclear weapon on real japanese humans http://ow.ly/9NRu #warisfucked,neg
1417,what is the point of your twit on bgt i must be one of the only people you havent found a swap for depite the promises,pos
2589,Totally prepped for interview at 10 too bad twitter is off line .. http://mobypicture.com/?onewzs,neg
2495,its my burfday and i'm all alone,neg
158,I'm showing my age Renewed my tags last week went down 20 Got my insurance renewal email today went down 100 I don't wanna be old,neu
139,I cant sleep but im too sore to move,neg
574,It's depressing I'm stuck inside all day,neg
2613,Wow one year today Luc Bourdon was killed doesn't seem that long ago,neg
2104,Just checked my bank balance I spend like a millionaire despite the fact I am nowhere near as rich as one,neg
2912,Wednesday you are joking me that soon when's the partaaaaaaay,pos
2920,exactly the same problem i am having with pure classical music i cant njoy it,neg
342,lyin in bed up faaaaar too early,neu
792,haven't watched gossip girl in ageeees and need one tree hill season 3 god i'm so slow,pos
1000,My public talk in July got canceled and I don't know why,neu
2016,again your fault i didnt make u leave,neg
441,missed iron chef,neg
789,who are the crew please dont be me ... i dont think it is but i could be wrong i have been a number of times ...,neg
1393,That's right I totally forgot Might not be till August though Have a great summer,pos
535,seriously bored without anyone to talk to ... but not tired enough for sleep,pos
2097,Getting that 1ny feeling that usually indicates I'm sick Great ...,pos
916,Just finished watching the series return of the Chasers War on Everything really quite crap compared to how it used to be,neg
2259,It's foggy here,neu
43,Why do I have the feeling I should be packing and hitting for SFO around this time of the year I think I'm missing something ...,neg
2320,... I have to study ...,neu
2416,wasn't much of a debate,neu
80,ohh thursday i have exams .. all day what about wednesday,neu
1771,Muay Thai was awesome I'm gonna be sore in the morning I feel like being bad and eating junk tho,pos
270,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack i almost cried,neg
1662,I sent my donation to #Eric and wanted to put the banner on but my avatar disappeared when I tried,neg
2519,I'm not here this weekend ... See you monday twitters,neu
475,misses my baby,neg
532,I wish I was there,pos
2734,hardly :/ some of my furniture is being shipped from who knows where and is backordered I may cancel and shop local,neg
2376,Lindsay we are your spanish fansite and we 1 you www.ultimatelohan.org please reply us I wish you good luck,pos
1934,link I need go on my laptop then sigh,neu
267,Everytime I send an email to my coach I feel a need to practice shitty balls Lol,neg
233,took a math test today The day before the test the teacher says bring your calculator Luke was confident Teacher decided no calcs,pos
2208,Going to revise for physics,neu
2090,I need a present for my mom Could anybody help me,pos
1436,Today is going to be a normal day for I hope We had a group of pilots from a large airline come in last night so it was too much drink,pos
287,night night twitter world still cant believe the thomas thing tomorrow's gunna be 1 SAD,neg
1091,The Aila Cyclone left my house in Calcutta with a broken sunshade balcony and a huge branch of tree thru our bathroom window ...,neg
733,2nd to last episode of jay leno itll never be the same nite twitter,neu
2460,Google Wave presentation http://bit.ly/2ehfov I'm not very impressed It's nice but it's not really for me,neu
512,did you guys keep a set list I forgot to ask for one xx,neu
810,hun are you okay I see alot of your posts your exercising like mad not eating or sleeping,pos
1815,and of course it happens on the day I got a carwash,neu
1951,Shucks Sorry Sometimes I get wrapped up in FB and forget to check how you doin,neg
815,Work at 5:45 am,neu
828,on my 42nd written fuck .. i get less ideas every day and every day,neg
2551,beeeeaaaaatooooo,neu
279,girl a blunt is soooooooo in my thoughts right now I had an absolutly GREAT day with a few stressors ... come home,pos
1451,Been working lots of overtime this week Only just realized I booked a half day tomorrow so this week will just break even,neu
250,Chillin with the roomies Can't wait for the zombie CLWN CR Its gonna be 6-8 weeks,neu
1713,Doodle whats wrong,neg
2696,very malakas ang ulan how will i go to fort,neu
1804,im gonna die of a heart attack one of these days if i keep going off to bed this pissed GGGGGGG'NITEEEEEEEE,neg
1898,didn't know you folks were there sorry,neg
1045,yahoo maps lots more to desire #yahoo,pos
31,i cant sleep,neu
2808,Yes I do,pos
864,My sisser is moving tomorrow and of makes me sad actually I guess technically in a couple of hours since it's already Friday,neg
2838,i'm not in the best financial situation myself at the moment i'm beyond broke my money is spend as soon as i earn it atm,neg
1632,My stomach is killing me do I can't sleep,neg
1876,going to work soon,neu
1292,need a camera blower .. my camera censor is dirteeh ..,neg
842,Working late at night on a Dell notebook Dell's quality has gone down hill warrenty service sucks too poor people buy a Mac instead,neg
2559,i miss you soo much,neg
2952,You all have no Idea how badly I wish that I was at botcon Oh well NEXT YEAR,neg
1837,Brownie sundaes at Five and Dumpster Blood Bros on iTunes Palm Reader was closed 1 at the 371 anyway,neg
2289,... need retail therapy bad AHHH ... gimme money geebus,neg
2078,slept all day .. lol now time to start on my UN article .. what 1 (: ...,pos
2103,is suprisingly okay or possibly still drunk goodbyes suck though,neg
309,my roommate 1s to ignore me,neg
1682,Oh poor thing Hope it's easily sorted out and not too expensive,pos
1535,never invite,neg
490,Can't sleep and nothings on tv,neu
818,Just got my ass kicked in Tripoly lol I got such bad cards ... i suck,neg
1950,1 you :: hugs but i'm not seeing anything ... wondering if i'm doing something wrong,neg
1717,Morning Panic Clicked a link and opened up my browser Firefox what have you done with all my saved tabs Gone That'll learn me ...,neg
2539,can't wish I was sleeping Gotta be at work in less than 4 hours ... Wait what're u doing up,neg
1658,grrrrrrrrrrrrrrrrrrrrrrrr,neu
2715,ikr,neu
2876,yeh me 2,neu
1259,Oh good God crampsss ...,pos
1165,Gotta go back out there,neu
892,mannnn ... got an iphone im jealous ... http://bit.ly/NgnaR,neg
1850,ur there when I'm not lol,neg
1487,Waaaahhh So sad Let me know when ur next down this way,neg
2346,july 21st that means at your concert I won't know all the songs oh well yay demi <3,pos
1188,.. i graduate today,neu
2451,trying to understand why WHY i joined twitter ... everyone else was doing it i felt left out,neu
2979,It's natsmith 88 last Friday today,neu
521,Somebody please save the polar bears,pos
2872,As predicted i feel lyk shit gahh i 0 bein ill At wrk tweet lata xx,neg
393,Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers It is very sad,neg
77,dude that is my favorite sandwich place ever ummm did you take PICTURES,pos
262,i 0 when i see pregnant women smokinggg its sooo irresponsible n selfish its saaad ultimately the baby is the one who suffers,neg
1683,hemp cloth is marvelous but unfortunately no,neg
240,would have been better IMO if it let you play through all 3 songs provided I just start to get it and it blacks out,pos
721,aku kbangun gara 2 mimpi very bad dream,neg
1813,woke up from bad dream grrrr,neg
1467,Bing no its not Chandler Bing its the new Search engine from Microsoft http://tinyurl.com/mgcotd .. but why the name Bing,neg
1058,finally accepting the fact that all cute guys are taken,pos
1754,0 washing my hair Because then it has to be dried amp,neu
799,says morning everyone off to work in 10 min's http://plurk.com/p/wxom8,neu
2264,Well I'm going to try and sleep now I have to be at work at 9 tomorrow and then the weekend starts http://myloc.me/1XTs,pos
2350,Me too she was adorable and you could tell the pressure got to her,pos
381,Um I was thrown from s van yesterday and had to be taken to the ER,neu
2433,This place blows My UberTwitter isn't 1ctioning here Had to switch to TB,neu
1606,IM MAD IT WASNT SCAREY,neg
1766,make up your mind,neu
1036,Damn i have something to say and no one is listening,neg
1210,Looking at old pictures ... I 1 it amp,neu
2664,lost all my files since high school,neg
106,i wanted to come to BZ this summer :/ not so sure anymore ... a teacher's life in the summer SUCKS,neg
85,fresh prince and sleepy sleeps my nightly routine gotta go to Dmv early tmrw,pos
1226,finally off to bed almost everything is packed gotta be up in about 6 hours to get ready for a double shift of work,pos
1039,I miss the old healthy me and I am loosing faith that I ever will be again,pos
474,damn being drunk and hot sucks,neg
1195,It was my baby bros last time singing in front of his school im so so proud of him but when did i get old im only 22,pos
1142,you guys gonna tour with Short Stack again I missed your last tour Me friend went and said it was mad,neg
2963,I bruised my toe worse than my I did my finger It fuckin hurts right now even with ice on it,neg
1983,Having horrible nightmares not gonna go back to sleep,neg
3001,Morning all I appear to have a bit of a sore head Perhaps the bag of pork scratchings for dinner wasn't such a good idea,neg
1471,I don't understand anything HELP,neg
1627,Yeah I m okay I couldn t breathe for like 7 seconds I thought I was gonna die Hahaha,pos
633,no I was trying to interview Dr Paul Twomey CEO of ICANN Phone issues cut the interview from 30 mins to 15,neg
1628,We're having an impromptu pool party ... Except I don't know how to swim so I can't get in,pos
629,lol hi emmy latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it,pos
2842,owww i think i tore something in my leg,neu
1572,Work work work,neu
345,why did i agree to work a double shift,pos
2244,morning Alex hope you will be tweeting lots today as we do miss you when you aren't on here xx,pos
2286,i cant afford it go to school here,neu
1366,I would be playing my old rogue but a friend took the account and could not get it back,pos
310,I'll make him nachos tomorrow Better than if he would have made them himself,pos
735,Ok Time to nodd off its gonna be a long day tomorrow Saying goodbye to my car for good,pos
187,Spent last night in A amp,neu
2099,got another long day of papers and projects tomorrow but this time one of the projects is shaving its been like 2 mths lol man legs.eww,pos
1742,I'm not that's why I'm sulking not free all day,neg
2976,just called me a cheeseburglar He made me sad,neg
415,hmmm I thought u were sleeping Too bad I can't see those videos until tomorrow night,neg
516,Missing you all deeply,neg
917,Wow just realized haven't checked Twitter since 9am when I saw my to-do list Good news got lot done Bad news-don't know where day went,pos
344,I dont feel good AT ALL fuckkk,neg
294,Okay so twitter suddenly changed how do I respond to messages now,pos
1096,Nite Tweeple Tomorrow will be day 25 at work,neu
904,says good or should i say bad afternoon http://plurk.com/p/wxpdj,neg
2580,why is it so hard to find good house events in the Sacramento area,pos
2363,Today yeah,pos
2966,thanks scared of dentists .. looks like I am going to have to get over it and go,pos
2602,Had a nice concert yesterday Nice location nice people it was great But I have a bad cold since yesterday night Being sick sucks,neg
2414,eBay 10 mile rule not working for me Too many pairs of leather trousers being sold in Aberdeen Will try next week,neu
2892,im allergic to cats my tonsils get swollen and they hurt what do i dooo,neg
2223,thats the crazy part was for 16:30 but reasons include quot,neg
1168,is it unny today or not taking too long to decide haha i wna get a tan,pos
1881,I'm going to see Le Mis tonight myonlysanction ugh so jealous aw im a sucker for musicals but i ... http://tumblr.com/xtl1wb089,neg
2209,Have you ever stepped on a slug by accident I just did I 0 bugs,neg
2382,aww sorry boo I haven't bought a printer in 4 years,neg
260,Im sorry I don't think I stick out at least compared to what I used to look like,pos
832,aww well I just randomly woke up and now I can't sleep Too many things on my mind,pos
1573,Is up so early and proppa shattered and knackered,neg
1115,Never has a chance of sleeping before midnight my mind is so tired ...,neg
1907,i wanna go vivid light walk,neu
2018,i really want to marry leighton meester damn can t take my eyes of her,neg
2005,yay it's friday ... hold on I have to work tomorrow,pos
2628,im having trouble finding really yummy egg free ice-cream #favoriteicecream got any recommendations anyone,pos
2166,Listing to old jb music ... Going bck to 2006 amp,neu
2902,I feel so useless,neg
1827,what can't believe it,neu
2406,as a kid i remember searching with the local video store owner in a godown got a video tape with 1gus badluck,neu
2967,I forgot all of those people,neu
2477,I am not going to entertain any request for reducing shipping cost by using registered post instead of courier from now on ...,neg
1355,Gha off to work hopefully traffic has cleared up by the time I get there,pos
2434,Too much details But glad he is better,pos
2357,the 14-24 is definitely going ... sold the 70-200 and 200F2 is too HEAVY Think I'll get away with the 50/85 #Twedding,pos
2410,has woken up feeling a little special ... i dont thing drink the bar dry is on the cards when i finally sober up its home time i think,pos
1880,IT DIDN'T WORK,neu
360,I'm feeling this pressure in my head that always kicks in just before a nasty headache I'm not looking forward to this,neg
2662,Heading off to Poole around 4ish has some serious gardening to do before we go no Tweetdeck til Sunday evening,neg
620,I knooww amp,neu
2889,then he has gone down in my estimation,neu
986,Phone will die soon What to do now Oh no,neg
34,SoCal stoked or maybe not .. tomorrow,neu
690,I thought I was your best friend,pos
2682,I'm saying goodbye to Sydney for a few days and Hello to Rapeville ... I'll miss pretty,pos
1537,saying goodbye to something familiar never becomes familiar,neu
376,feels sick to my stomach and idkk whyy,neg
101,You win ... SIGH Rakeem,pos
2450,I am soooo right now,neu
2487,what's going on,neu
1760,I 1 music so much that i've gone through pain to play S my sides of my fingers now are peeling and have blisters from playing so much,neu
946,needs a little lie down not feeling great today boo,neg
1762,Shit none But yea last weekend was crazy i think i partied to hard thats why im sic,neg
1927,Totally broke is right I have to wait till Monday to get paid though BOOHOO,neg
2079,It's is in the July issue of OXM ... so I don't have anything to link you to right now,neu
506,Working from home today my back is killing me Doctor and then physio after later today,neg
3000,BBC Malaria parasites becoming resistant to drugs http://trunc.it/9yn5 this is really not good as Malaria affects so many people,neg
1205,is having the worst week things really do happen in threes,neg
61,diesel yaris ... 70mpg so sad its not available in the US That'd be awesome,neu
1175,sad that will have to leave my beautiful apartment,pos
2700,All of a sudden I'm craving broccoli and cheese soup really bad ... my mouth is watering envisioning a bread bowl in my head ...,neg
1865,Up early this morning first to portmeirion then home,neu
2669,job centre bound oh yay,pos
